tam,burn_rate,requested_amount,milestone_count,team_experience,industry,prev_funding,is_successful
61680084,2307,32298,1,5,AI,1,1
177900,16048,304912,7,0,Infrastructure,0,0
5806856,11801,365831,4,6,AI,0,0
18034348,24760,346640,5,10,AI,0,0
30274501,3100,93000,6,1,SaaS,0,0
293231380,37903,568545,6,5,SaaS,0,1
877155,105980,2013620,5,4,AI,0,0
185747786,27703,664872,5,2,AI,0,0
1875984,18433,405526,4,5,SaaS,0,0
10323309,2543,76290,5,3,DeFi,1,0
120358305,1121,30267,1,2,Gaming,0,0
34242257,25961,415376,5,0,DeFi,1,0
123163713,5946,208110,2,5,SaaS,0,0
18555823,14127,268413,7,7,AI,0,1
1653803,7870,188880,4,4,Infrastructure,0,0
26698105,7100,234300,2,1,AI,1,0
23114511,31236,499776,2,4,AI,0,0
5712052,2412,72360,3,6,Infrastructure,0,0
77416324,22448,314272,6,10,SaaS,1,1
6983273,60899,548091,4,0,SaaS,0,0
28707301,6261,169047,1,7,SaaS,0,0
482381,7425,66825,3,9,Infrastructure,0,0
3929766,6248,149952,3,7,Infrastructure,0,1
42994724,11380,227600,5,3,Gaming,0,0
20630346,6354,177912,3,2,DeFi,0,0
9710155,7107,184782,2,0,SaaS,0,0
1646551,16577,414425,5,4,Infrastructure,0,0
273158,3458,107198,6,7,Infrastructure,0,0
5984036,4753,28518,6,4,DeFi,0,0
645626,21489,257868,2,3,Gaming,0,0
1796807,50057,450513,7,2,AI,0,0
3143994,664,11952,2,9,Infrastructure,0,1
13500872,42100,884100,7,5,DeFi,0,1
11327228,28471,256239,3,4,Gaming,0,0
625014,38496,1039392,2,9,Gaming,0,0
10291777,7528,158088,6,4,Infrastructure,0,0
9743935,1948,33116,5,7,Gaming,0,0
288773,24783,594792,3,3,DeFi,1,1
2752260,10130,111430,4,6,SaaS,0,0
5161781,2425,55775,5,8,SaaS,0,1
1042769,7153,221743,1,0,Infrastructure,1,0
8144135,4842,43578,5,6,DeFi,1,0
61191456,10077,60462,3,5,AI,0,0
2577692,10362,352308,3,6,SaaS,0,0
2283618,9085,272550,3,0,AI,0,0
3687014,25526,204208,3,5,Infrastructure,0,0
467642,19953,359154,7,11,Infrastructure,0,0
18546336,11928,95424,1,5,AI,0,0
26822103,7299,131382,7,4,Gaming,0,0
40008521,14839,192907,3,5,Gaming,1,0
8548457,1277,21709,2,6,DeFi,0,1
11085655,20653,144571,3,4,Infrastructure,0,0
8606052,3705,55575,1,9,AI,1,1
4422713,3070,98240,3,7,SaaS,1,0
134072942,11306,101754,2,3,Gaming,0,0
3963317,3480,90480,1,4,Gaming,0,0
1859629,1362,29964,7,5,AI,1,0
3295864,1514,21196,4,8,Gaming,1,1
1934027,5289,68757,2,6,Gaming,0,0
32241638,16889,540448,1,0,Gaming,0,0
2084180,132225,2776725,1,6,AI,0,0
2919651,11866,201722,4,2,SaaS,0,1
470222,90916,2091068,1,6,SaaS,0,0
16119948,7415,252110,1,3,Infrastructure,0,0
3531344,3008,24064,7,3,Infrastructure,1,0
11688451,34517,207102,5,0,Gaming,1,0
115372235,4816,28896,7,7,Infrastructure,1,0
3003868,18014,522406,4,8,DeFi,0,0
87074468,1386,37422,1,10,SaaS,0,0
1049582,9368,74944,2,4,Gaming,1,0
2218292,5226,94068,2,5,Gaming,0,0
23340199,32418,778032,5,6,SaaS,1,1
3121487,21078,569106,2,0,Gaming,0,0
7359258,17722,336718,6,4,DeFi,0,0
5622593,12241,244820,6,9,AI,0,1
111916547,4832,164288,2,8,AI,0,0
82030,17613,176130,5,1,AI,0,0
15022211,16003,512096,1,5,Infrastructure,0,0
184875394,14059,393652,7,4,SaaS,0,0
7448995,12304,221472,7,8,AI,1,1
1316378030,4976,109472,4,8,AI,1,1
3201326,3054,24432,7,4,Gaming,1,0
21688424,4884,126984,4,4,AI,0,0
9569647,12040,409360,5,1,Gaming,0,0
2727718,72416,2389728,3,5,Infrastructure,0,0
84089802,5457,32742,6,3,DeFi,0,0
11515003,12296,233624,6,9,DeFi,1,1
5117350,5020,35140,6,5,SaaS,1,0
29762839,40834,1388356,1,9,DeFi,0,0
53250000,11112,100008,6,8,Gaming,1,0
29216177,14024,476816,2,8,Gaming,0,0
134692,4559,86621,5,8,DeFi,1,1
5960109,9483,180177,3,6,AI,0,1
37305425,2391,66948,5,4,SaaS,0,0
2653825,2279,66091,2,2,AI,1,0
803840,7132,78452,5,2,DeFi,0,0
7922372,14634,497556,4,3,DeFi,0,0
6716908,3595,122230,4,2,Gaming,0,0
85841904,11726,398684,1,0,SaaS,0,0
90852,6616,172016,6,7,DeFi,0,0
10316393,10819,129828,3,12,DeFi,0,1
53571472,3999,79980,3,4,Gaming,0,0
86069683,13993,391804,7,3,Infrastructure,1,0
676543,22180,754120,6,7,Gaming,0,0
41637697,14818,237088,4,2,AI,0,0
21004824,12497,349916,6,9,Infrastructure,0,0
974641,10412,145768,3,6,Gaming,0,1
1410211,13754,151294,2,5,Infrastructure,1,0
10868178,27972,783216,5,0,Gaming,0,0
3490186,13850,166200,7,4,SaaS,1,0
2227000,8736,104832,7,8,DeFi,1,1
85196778,8105,218835,3,6,Infrastructure,0,0
121000467,3357,70497,7,6,SaaS,0,1
2185780,25410,304920,5,7,AI,0,1
2867448,14740,368500,5,5,SaaS,0,0
3638006,21941,548525,4,1,Gaming,1,0
4991223,9677,222571,6,5,Gaming,0,1
304396490,3887,104949,5,4,AI,1,0
60467388,3185,108290,4,1,SaaS,0,0
1867099,971,29130,7,11,AI,0,0
939033,5643,101574,7,6,AI,1,1
1634015,4693,89167,7,1,Gaming,0,0
1071045,4225,126750,6,8,Gaming,0,0
3582931,32122,481830,1,7,Gaming,0,0
1959278,15102,105714,6,6,Gaming,0,0
1407634,13671,410130,1,4,DeFi,0,0
32027693,3476,62568,4,1,Gaming,1,0
42422745,109664,2960928,7,0,SaaS,1,0
1999394,64868,2140644,7,2,SaaS,0,0
150394677,12349,308725,7,8,Infrastructure,1,0
50271921,3805,49465,2,4,SaaS,0,0
4175067,5981,143544,2,8,Gaming,1,1
108556728,44992,629888,4,7,Infrastructure,0,1
1128420,8266,264512,5,4,Infrastructure,0,0
5935120,17164,394772,3,3,AI,0,0
56323705,28915,1012025,2,8,Infrastructure,0,0
12845548,32650,326500,7,3,Gaming,0,0
1680144,6606,178362,2,3,Gaming,1,0
42312988,1870,39270,2,9,SaaS,0,1
3925890,10407,187326,4,2,Infrastructure,0,0
37687410,3762,105336,3,4,Gaming,1,0
128548929,3779,113370,5,5,AI,0,0
22383714,17203,550496,4,6,SaaS,0,0
306439,7230,93990,6,6,Gaming,0,1
2175172,7645,214060,1,11,DeFi,0,0
1688947,8458,152244,4,1,AI,1,0
2470019,4092,28644,2,9,Infrastructure,0,0
5931111,3359,90693,3,9,DeFi,0,0
1197749,9491,199311,6,5,DeFi,0,0
1886456,5009,135243,6,4,Gaming,1,0
3351735,10047,241128,3,4,AI,0,0
4407682,33392,934976,4,1,Infrastructure,0,0
50038644,6448,103168,5,9,SaaS,0,1
3612063,3053,27477,5,6,DeFi,0,0
50411619,2509,57707,2,5,AI,0,1
15862675,15996,431892,4,4,Gaming,0,0
14553449,11796,106164,7,5,SaaS,1,0
403161,15768,141912,2,7,Infrastructure,0,0
22367077,87613,2102712,1,7,DeFi,0,1
66886012,6045,205530,2,8,SaaS,1,0
5382926,5194,93492,2,7,AI,0,0
391225121,22730,590980,4,1,Infrastructure,0,0
197055537,7867,78670,4,10,AI,0,0
468434,6702,227868,2,1,Infrastructure,0,0
250022209,2225,55625,4,8,DeFi,0,0
25043542,16275,553350,1,12,Infrastructure,0,0
332666,5923,106614,4,6,DeFi,0,0
1676033,32509,487635,7,0,AI,0,0
3453843,8578,171560,3,1,AI,1,0
53666647,6700,93800,4,5,AI,1,1
839622,2835,28350,5,0,SaaS,0,0
212155,21643,259716,4,0,DeFi,1,0
18144128,25814,645350,7,1,Infrastructure,0,0
23611565,3618,115776,4,0,DeFi,1,0
18815847,1173,19941,6,10,SaaS,1,1
4533126,21934,350944,6,1,DeFi,0,0
725702,7284,218520,2,6,DeFi,1,0
2175829,50196,1254900,2,9,Infrastructure,0,0
18505289,3868,104436,4,6,DeFi,0,0
24898732,2195,37315,3,8,SaaS,0,1
69644288,7751,178273,6,5,AI,0,0
635084,1953,62496,5,6,AI,0,0
300118426,15684,533256,7,4,Infrastructure,0,0
4417179,13155,92085,6,2,AI,0,0
14820793,2253,69843,2,6,SaaS,0,0
19171867,3020,90600,5,4,AI,1,1
20893814,4792,52712,6,8,Infrastructure,0,0
5054882,14668,88008,1,9,SaaS,0,0
8514084,23873,692317,4,2,AI,0,0
67941950,8503,187066,4,7,Gaming,0,1
29296317,18324,109944,4,5,Gaming,0,0
894269,22127,663810,1,6,Infrastructure,0,0
457824,6246,174888,6,6,Infrastructure,1,0
44162976,1736,41664,5,7,SaaS,0,1
736339,3002,27018,5,9,Gaming,1,0
36906547,14168,368368,6,3,Infrastructure,1,0
72384024,1540,21560,2,0,AI,0,0
29334318,67204,1680100,6,5,DeFi,0,0
50041518,1961,27454,3,5,SaaS,0,0
3661524,15843,253488,4,0,AI,0,0
8291180,5763,40341,4,3,Infrastructure,1,0
4559600,4966,64558,4,2,SaaS,0,0
260575234,5013,125325,5,7,AI,0,0
2364099,27329,765212,1,1,Gaming,1,0
8758232,5189,150481,7,6,AI,0,0
506545926,5323,186305,4,5,SaaS,0,0
594066,8352,91872,2,4,Infrastructure,0,0
49914043,38708,1199948,6,6,SaaS,0,0
275977,18590,390390,5,2,DeFi,1,0
568966933,24331,729930,5,11,DeFi,0,0
4860901,3482,66158,1,0,SaaS,0,0
22346222,13506,135060,1,6,Infrastructure,0,0
15602750,9384,93840,1,7,AI,0,0
54588053,2562,87108,5,6,Infrastructure,0,0
185543154,22927,275124,6,3,DeFi,0,1
12487111,26590,771110,1,4,Gaming,1,0
18477566,38617,347553,4,0,DeFi,0,0
280299,11300,248600,6,2,Gaming,1,0
64638537,9311,204842,3,7,SaaS,0,1
21254929,4662,51282,7,6,Gaming,1,0
100636309,5659,152793,7,7,SaaS,1,0
502051,29034,435510,7,2,Gaming,0,0
8851053,9083,217992,6,5,Infrastructure,1,1
879394,3340,116900,4,2,SaaS,0,0
2792195,61778,1791562,2,1,AI,0,0
657468,1496,23936,1,6,Gaming,0,1
6044309,2113,63390,7,4,SaaS,0,0
54417439,22175,487850,7,10,Infrastructure,0,1
11261603,4793,143790,2,7,SaaS,0,0
33611361,31544,410072,2,7,Gaming,0,0
11819756,9639,240975,6,6,Gaming,0,0
3893611,3589,39479,7,6,Infrastructure,1,0
3769920,71027,2485945,7,7,SaaS,0,0
567439,6062,42434,6,3,Gaming,1,0
763132,10716,64296,4,1,Gaming,0,0
6751051,3493,122255,3,6,AI,0,0
58481702,5144,154320,6,8,SaaS,0,0
8425,3825,122400,2,4,SaaS,0,0
10931569,2867,80276,6,5,SaaS,0,0
1936275,7693,192325,2,6,AI,0,0
1961133,1939,67865,6,4,AI,0,0
86447254,8898,311430,7,3,DeFi,0,0
599935,39991,759829,1,9,AI,0,0
66675883,24079,505659,6,5,Infrastructure,1,1
3097668,6971,139420,1,2,SaaS,0,0
1158946,36244,507416,4,5,AI,0,1
13912251,1641,26256,2,5,Gaming,0,0
339218,4034,129088,6,3,AI,0,0
2601687,1618,30742,5,8,Infrastructure,0,1
19051205,14086,493010,7,0,Infrastructure,0,0
2569253,1576,26792,6,5,Gaming,0,0
10517573,1387,30514,6,6,Infrastructure,0,1
36712256,12568,414744,7,0,Infrastructure,0,0
236402757,45880,871720,2,7,SaaS,0,0
5417543,16781,318839,1,0,DeFi,0,0
48596884,3222,112770,1,12,SaaS,0,1
337477,23340,140040,1,3,Gaming,0,0
407208,18502,203522,7,1,DeFi,0,0
271838,1491,10437,6,4,AI,1,0
110668604,982,12766,3,6,Gaming,0,1
55967593,19196,345528,5,4,DeFi,1,0
37554297,49855,1744925,7,1,Infrastructure,0,0
21708516,4080,53040,7,8,AI,0,0
32268647,1150,8050,2,5,Infrastructure,1,0
13741620,13266,79596,5,5,SaaS,0,0
1419663,2673,61479,5,6,DeFi,1,1
540101,7604,174892,6,5,DeFi,0,1
613227,12971,168623,2,8,Gaming,0,1
18017496,18426,147408,1,10,SaaS,0,0
95193871,13415,308545,1,0,DeFi,1,0
14239297,10203,61218,6,5,SaaS,0,0
2139703,1981,51506,5,11,DeFi,1,1
118258818,14226,227616,3,2,Gaming,0,0
33321061,3411,61398,7,6,DeFi,0,1
20239782,65698,2168034,7,4,SaaS,1,0
14521416,1391,34775,5,0,DeFi,0,0
1339381,1059,23298,1,4,Infrastructure,0,0
60506101,3672,51408,3,6,Infrastructure,0,0
5152918,1778,48006,5,5,Infrastructure,1,0
4965547,42346,338768,5,1,DeFi,1,0
24911004,15767,236505,4,3,Gaming,0,0
35193788,12311,123110,7,0,Gaming,0,0
34567919,921,12894,2,4,AI,0,0
10687800,5875,146875,6,5,AI,0,0
11573805,23699,331786,1,4,DeFi,1,1
1774567,4872,97440,5,9,Gaming,0,1
5338472,7394,66546,5,5,AI,0,0
9238433,20962,167696,3,1,SaaS,0,0
62173014,12676,190140,6,2,DeFi,0,0
1367015,1618,38832,6,7,SaaS,0,1
217102,10686,267150,3,3,AI,1,0
1701744,5858,58580,1,4,SaaS,0,0
138282,11230,78610,7,2,SaaS,0,0
4181785,13261,106088,6,5,Infrastructure,0,0
27076965,14203,269857,1,4,AI,0,0
86845777,11323,351013,6,5,Infrastructure,0,0
309486,24266,558118,2,5,AI,0,0
20572604,74078,1111170,7,0,SaaS,1,0
22579786,34946,838704,3,9,AI,1,1
3043551,4076,93748,1,3,Gaming,0,0
13486373,3969,115101,7,3,DeFi,0,0
208736096,3661,84203,1,7,AI,1,0
176024836,2071,60059,1,4,SaaS,0,0
87577464,6996,223872,5,8,Infrastructure,1,1
9606409,13464,363528,1,0,Gaming,0,0
1127208,3959,118770,4,2,DeFi,0,0
48999115,26546,345098,6,7,AI,0,0
450543713,6112,97792,5,1,DeFi,0,0
74530998,37593,375930,7,1,DeFi,0,0
6534416,9649,308768,2,8,AI,0,0
129513,13439,403170,7,6,Infrastructure,1,0
267771665,17454,157086,7,4,AI,0,0
601633,12435,136785,4,6,Infrastructure,1,0
13724975,3257,42341,6,4,Infrastructure,0,0
2220265,4072,97728,2,1,SaaS,0,0
17793281,9380,84420,1,3,DeFi,0,0
1324748,10309,350506,7,6,Gaming,0,0
277345766,83331,2749923,4,5,DeFi,0,0
27440626,16829,504870,6,8,DeFi,1,0
8510848,8709,104508,2,2,AI,1,0
7268688,15541,217574,2,2,DeFi,0,0
74914915,4280,119840,6,2,SaaS,0,0
1304274,8162,236698,7,9,Gaming,0,0
4867425,6123,91845,1,2,Infrastructure,0,0
4327619,13632,381696,4,8,SaaS,0,0
13942266,2509,32617,3,5,Gaming,1,1
107448900,6389,172503,2,1,DeFi,0,0
53658583,33702,943656,1,6,DeFi,0,0
59269265,2042,28588,6,4,DeFi,0,0
1611417,78629,1179435,3,4,AI,0,0
4350049,2863,37219,2,3,Gaming,1,1
339715,3796,121472,2,8,AI,0,0
121653404,3171,107814,6,8,Infrastructure,1,0
277583115,4335,138720,4,2,Infrastructure,0,0
1335166858,12452,149424,6,0,Infrastructure,0,1
467443,13602,367254,5,5,Infrastructure,0,0
2115654,1728,57024,7,4,DeFi,1,0
10869207,79926,1598520,6,1,SaaS,0,0
3651524,17839,267585,5,6,SaaS,0,1
297484,35552,604384,5,8,DeFi,0,0
33812064,99970,3199040,6,6,SaaS,1,0
2645096,28785,633270,6,4,DeFi,1,1
5716559,1553,27954,7,9,Infrastructure,0,0
2398635,3756,52584,4,1,Infrastructure,1,1
152296,28258,819482,3,5,SaaS,0,0
1056795705,35277,776094,4,6,AI,0,1
39738887,53438,961884,7,3,AI,0,1
1380502129,12988,90916,1,4,DeFi,0,1
12103351,25727,746083,1,9,AI,0,0
6051804,32606,619514,5,3,DeFi,0,0
42695419,1949,50674,5,5,SaaS,0,0
1492820,1172,23440,7,1,Infrastructure,0,0
15164477,3862,119722,5,7,AI,0,0
2597268,16394,557396,3,6,Infrastructure,1,0
43617239,9847,147705,4,1,AI,0,0
2408011,3908,97700,1,6,Gaming,1,0
40541806,2572,20576,3,7,AI,0,0
391146,13166,131660,7,4,SaaS,0,0
1342456,9589,335615,7,2,Infrastructure,1,0
1413904,10285,113135,3,8,DeFi,1,0
34313327,2211,55275,1,7,Gaming,0,0
60204666,1090,22890,5,6,AI,0,0
175164590,14144,466752,1,4,Infrastructure,0,0
15089330,3794,113820,2,9,AI,1,0
20731268,4958,64454,1,1,AI,0,0
2710109,9238,314092,1,9,Infrastructure,1,1
888773,33234,997020,1,3,SaaS,1,0
1172657,57875,1504750,6,4,Infrastructure,0,0
302265,5873,93968,5,9,AI,0,1
380056,18559,519652,6,11,DeFi,0,0
711137,3714,63138,6,4,Gaming,1,1
163261704,15179,516086,6,3,DeFi,0,0
36743729,12277,380587,2,10,DeFi,1,0
5769944,5801,174030,1,2,DeFi,0,0
19873461,11082,277050,1,0,AI,0,0
2517969,1736,46872,4,5,DeFi,0,0
2619201,1636,11452,4,5,Gaming,1,0
34596876,26108,313296,3,8,SaaS,0,1
5005652,2954,26586,5,4,Gaming,0,0
5722253,4891,73365,3,1,DeFi,0,0
1158231,518,3108,5,1,AI,1,0
60411307,19638,392760,2,2,AI,0,0
28265481,21559,237149,1,6,Infrastructure,0,0
9285864,12825,384750,4,8,Infrastructure,0,0
331546458,17959,125713,3,4,Infrastructure,0,0
11330540,8660,259800,2,0,AI,0,0
156994,11639,81473,2,5,AI,1,0
573863,8532,204768,2,11,Gaming,0,1
6230680,2078,43638,2,7,Gaming,1,1
476206,15131,332882,5,5,Gaming,0,1
37971974,5299,148372,3,2,Gaming,0,0
1261405,13120,131200,7,5,DeFi,0,0
4134562,6445,109565,2,5,SaaS,0,1
3391027,7334,242022,1,9,AI,0,1
178481438,69925,699250,7,8,DeFi,0,0
12546413,17814,356280,5,4,Infrastructure,0,0
932354,27450,603900,1,4,AI,1,1
63532789,5712,154224,2,7,AI,1,0
6501515,20344,427224,7,5,Infrastructure,1,0
116785145,4728,33096,4,3,DeFi,0,0
6803356,14329,272251,7,5,Infrastructure,0,1
3045244,1925,23100,6,3,AI,1,0
9873062,15435,370440,4,6,AI,1,1
81425476,3853,107884,5,6,AI,0,0
6070050,30545,244360,7,8,Infrastructure,1,0
4979273,9545,181355,3,5,AI,0,1
2386175,26760,508440,1,3,DeFi,1,1
242806054,7445,74450,6,6,Gaming,0,0
707891,10140,162240,1,9,DeFi,0,0
35175387,5075,76125,7,9,SaaS,0,1
65330274,2355,61230,7,8,SaaS,0,0
16597908,6656,59904,6,3,SaaS,0,0
1263203,10475,345675,4,1,Gaming,1,0
72271818,20142,503550,4,1,DeFi,0,0
292104,2446,34244,1,3,Infrastructure,0,0
9741446,37512,450144,4,7,DeFi,0,1
36146274,2890,89590,1,1,Infrastructure,0,0
262820717,5706,154062,5,2,Infrastructure,0,0
78745368,14275,171300,4,3,DeFi,0,1
957709,41892,1172976,3,3,SaaS,0,0
65582369,17335,589390,3,0,Gaming,0,0
51937401,9339,168102,5,2,Gaming,0,0
2768935,9420,329700,7,0,DeFi,0,0
4085315,17653,617855,7,8,AI,1,0
14964782,7645,160545,1,7,Infrastructure,0,1
2512033,3383,104873,2,1,SaaS,0,0
106982,14245,284900,2,1,SaaS,1,1
1526900,16302,130416,4,2,SaaS,0,0
525619,7555,203985,2,9,AI,1,0
120998655,6902,158746,3,4,Gaming,0,0
3364676,7872,220416,1,5,Infrastructure,0,0
1524633,6243,93645,6,5,DeFi,1,1
738138,3495,31455,6,1,SaaS,0,0
11567812,27579,248211,7,0,DeFi,1,0
119723162,2783,50094,7,8,SaaS,0,1
33033539,12360,358440,7,10,SaaS,1,0
47528800,2859,51462,5,1,SaaS,0,0
4846237,2391,45429,5,7,AI,1,1
576132,20110,341870,4,8,AI,0,1
841849900,5694,74022,6,5,AI,0,1
2176185,7855,188520,7,7,SaaS,0,1
942086,8909,213816,6,2,SaaS,1,1
31630863,4674,140220,7,6,DeFi,0,0
63335719,5794,92704,6,4,Infrastructure,1,1
2570939,30465,426510,2,6,Infrastructure,0,0
5511203,9271,166878,5,9,Gaming,1,1
38090575,30781,307810,2,2,AI,0,0
9528409,4492,94332,1,6,Infrastructure,0,1
60384608,35861,824803,6,0,Gaming,0,1
561859,5754,92064,7,3,AI,1,0
80621,5801,191433,6,5,SaaS,0,0
287858328,23755,308815,7,7,Infrastructure,0,0
14922684,18597,464925,4,3,Gaming,0,0
310041983,10837,303436,4,3,Gaming,0,0
1202985,2743,60346,7,4,SaaS,0,0
6637162,2600,70200,7,4,Infrastructure,0,0
3497390,8937,223425,1,0,Infrastructure,0,0
2205361,5766,149916,3,5,DeFi,0,0
3239327,1170,38610,1,3,Gaming,0,0
861060,3049,60980,6,7,SaaS,0,1
3536513,38666,773320,7,8,Gaming,0,1
18641460,3691,62747,7,6,DeFi,0,0
1049917,765,12240,5,2,DeFi,0,0
1435603,22362,313068,1,9,Infrastructure,1,1
27798833,3455,58735,7,1,Gaming,1,0
290491,5240,115280,7,5,Infrastructure,0,0
14063229,5512,126776,2,4,SaaS,0,1
3881127,2017,42357,7,5,DeFi,0,0
68922127,20828,270764,5,3,SaaS,0,0
2151958,4484,53808,4,10,Infrastructure,0,0
1861709395,22739,159173,1,5,SaaS,0,0
293620,6441,225435,6,5,SaaS,0,0
59679907,25426,254260,7,9,SaaS,0,0
422797,23880,597000,2,4,Gaming,0,0
45350422,1698,28866,7,5,AI,1,1
33115474,3413,23891,3,3,Infrastructure,0,0
8262474,21970,461370,6,6,SaaS,0,0
8207680,5357,85712,3,1,Infrastructure,1,1
6724894,9466,274514,7,5,AI,1,0
1794260,9959,328647,2,9,Gaming,0,0
1001505488,11688,338952,7,0,Gaming,0,0
4553771,10085,60510,5,5,SaaS,0,0
169400628,45827,1191502,1,8,Infrastructure,0,0
1863802,10782,301896,1,2,SaaS,1,0
888285,5598,156744,4,0,Gaming,0,0
26837791,4568,59384,1,9,Infrastructure,0,0
2795769,2144,53600,2,8,DeFi,0,0
12148772,33260,764980,3,6,AI,1,1
123707,9444,151104,4,6,AI,0,0
96895879,47758,286548,6,3,DeFi,0,0
25803252,128618,3215450,1,1,Gaming,0,0
20034235,5597,145522,2,8,Gaming,0,0
76167504,8935,134025,7,4,SaaS,1,1
3990661,4054,117566,3,3,AI,0,0
28386624,1767,17670,4,0,Gaming,0,0
3167394,6829,150238,3,5,DeFi,0,1
11148667,1503,52605,3,2,SaaS,0,0
1939677,3578,67982,1,1,AI,0,0
17395353,3434,92718,7,1,DeFi,0,0
1468615688,13740,439680,1,3,Gaming,1,0
8374853,13251,384279,2,0,Infrastructure,0,0
9416698,11896,214128,5,7,Infrastructure,1,1
504500,7732,224228,2,3,SaaS,0,0
457643555,6431,160775,5,5,SaaS,0,0
11940044,22713,499686,4,7,AI,1,1
385753,12197,402501,1,11,AI,0,0
110281983,15175,212450,5,8,DeFi,0,0
65417728,20691,289674,3,5,AI,0,0
2234652,479,11975,2,1,SaaS,1,0
32085044,6620,165500,4,10,Gaming,0,0
24706545,12484,324584,1,0,AI,0,0
7368631,7557,158697,3,8,SaaS,0,0
591538,29158,204106,6,8,Gaming,1,1
5426267,4095,61425,5,11,SaaS,1,1
6898795,6777,74547,4,13,SaaS,0,0
44743625,7182,158004,3,0,Infrastructure,1,0
15422493,49387,790192,3,8,DeFi,1,1
385484,8110,81100,2,5,Gaming,0,0
72008392,9708,67956,4,1,Infrastructure,0,0
94512888,2501,72529,3,6,SaaS,0,0
373881,18923,454152,4,2,Infrastructure,1,0
4746648,95662,956620,1,8,Gaming,0,0
7859951,10083,302490,7,4,SaaS,1,0
78771176,16210,453880,3,3,DeFi,1,0
4885699,3452,27616,2,3,Gaming,1,0
32111623,18389,422947,6,1,AI,1,0
31574386,8238,205950,2,2,AI,1,0
1731134,25291,859894,3,10,AI,0,0
61264387,7171,121907,1,8,AI,0,0
1866294,1729,57057,1,2,Infrastructure,1,0
15866893,3776,109504,2,2,SaaS,0,0
11694182,7090,205610,3,2,Gaming,0,0
7438115,21827,371059,2,4,SaaS,1,1
4506763,5170,36190,1,5,DeFi,1,0
47674377,7357,102998,7,0,DeFi,0,0
13336839,43010,602140,7,1,Gaming,0,0
557572,22935,779790,4,5,SaaS,1,0
16798555,14652,336996,4,7,AI,0,1
272732,30187,362244,3,3,Infrastructure,0,0
4750868,17115,205380,4,3,AI,1,1
6888195,19031,647054,7,5,SaaS,1,0
387871726,2936,67528,1,1,DeFi,0,0
877599,28120,590520,3,0,DeFi,0,0
39270811,6641,119538,7,5,Gaming,1,1
14914390,26973,350649,6,8,DeFi,0,1
1480987,3122,31220,1,2,DeFi,1,0
686851,7546,135828,2,6,Gaming,0,0
52481609,52595,1630445,3,3,DeFi,0,0
40068624,85860,2833380,7,8,Infrastructure,0,0
25593920,5651,67812,5,6,Infrastructure,0,0
9244102,2639,26390,6,9,AI,0,0
364474950,44298,1550430,3,0,Gaming,0,0
4172838,19386,368334,5,3,AI,0,0
45267591,5233,104660,6,4,SaaS,0,0
142447135,5047,45423,4,8,Infrastructure,1,0
43520443,38812,543368,7,6,Infrastructure,1,1
46230765,7204,57632,4,6,Gaming,0,0
46854272,27646,221168,5,10,Infrastructure,0,0
1624377,26038,624912,7,0,Infrastructure,0,0
17077997,42120,1053000,2,5,DeFi,1,0
1451682,21412,214120,1,0,SaaS,1,0
41171167,7308,255780,6,2,SaaS,1,0
92100960,4614,64596,2,5,SaaS,0,0
14406156,6757,189196,1,5,DeFi,1,0
36483380,10905,381675,7,2,DeFi,1,0
367123,2663,79890,6,5,DeFi,0,0
226508909,4742,33194,3,6,Gaming,0,0
56092353,2280,79800,2,6,Infrastructure,0,0
445284,13451,255569,6,9,Gaming,1,1
583037089,5390,59290,1,2,SaaS,1,0
10548176,36831,478803,5,11,SaaS,0,1
246308118,4840,169400,5,0,Gaming,0,0
82546002,14197,170364,3,1,SaaS,1,0
67598472,43896,1272984,4,3,DeFi,1,0
1849917,2605,36470,1,6,AI,0,0
622854,3298,65960,6,1,Gaming,0,0
1917936466,6051,42357,4,8,SaaS,1,1
5118727,10582,232804,4,6,Gaming,0,1
7162624,9366,327810,6,3,AI,1,0
337743484,1052,24196,3,5,Infrastructure,0,1
16998969,79337,2380110,4,10,AI,1,0
56402688,4881,126906,4,4,AI,1,0
111825544,16334,245010,5,9,Infrastructure,0,1
1945076,2702,51338,4,11,SaaS,1,1
29962182,7290,211410,4,0,SaaS,1,0
5108184,2056,47288,2,3,SaaS,1,1
118904998,4726,146506,5,0,DeFi,0,0
20967745,84138,1262070,7,7,AI,0,0
9959915,9918,208278,4,6,Gaming,0,0
18855750,8099,153881,6,5,SaaS,0,0
1421638,8041,176902,2,5,AI,0,0
181204,13620,95340,2,0,SaaS,0,0
17365073,8430,286620,6,7,DeFi,0,0
30618503,5546,94282,5,5,SaaS,0,0
4216038,4806,158598,4,11,AI,0,0
14512962,3314,112676,6,0,DeFi,1,0
17141354,17339,121373,7,2,DeFi,1,0
285451889,6692,180684,3,6,AI,1,0
124141128,15611,452719,5,2,Gaming,0,0
1575485,13655,464270,2,6,DeFi,0,0
30606065,2630,63120,6,2,DeFi,0,0
15058717,4013,128416,1,2,SaaS,0,0
20018569,8051,265683,1,5,Gaming,1,0
6379245,2868,20076,6,4,SaaS,1,0
85744567,5752,115040,2,6,Gaming,1,1
14236819,4843,96860,1,8,SaaS,0,1
7177191,11988,383616,3,6,Infrastructure,1,0
788483508,5159,123816,3,3,SaaS,0,1
5119272,1200,28800,5,6,Gaming,0,1
8965784,66436,996540,5,7,AI,0,0
